Catalog;HIP;RAhms;DEdms;RAdeg;DEdeg;
H;40608;08 17 28.36;-32 52 12.3;124.36817300;-32.87009591;
H;40609;08 17 28.53;+60 33 06.5;124.36889461;+60.55179839;
H;40610;08 17 28.81;-62 51 52.3;124.37004383;-62.86454121;
H;40611;08 17 29.10;-26 18 07.1;124.37123742;-26.30197067;
H;40612;08 17 29.34;-41 00 28.8;124.37224090;-41.00798826;
H;40613;08 17 29.43;-03 59 18.8;124.37263760;-03.98854893;
H;40614;08 17 29.89;+55 58 12.1;124.37452533;+55.97003648;
H;40615;08 17 30.75;+69 41 21.5;124.37813492;+69.68931422;
H;40616;08 17 31.47;+36 23 00.7;124.38113715;+36.38353876;
H;40617;08 17 31.66;+08 51 58.8;124.38191524;+08.86632545;
H;40618;08 17 32.13;-72 17 08.7;124.38388611;-72.28574508;
H;40619;08 17 32.42;+27 24 08.4;124.38506341;+27.40232739;
H;40620;08 17 34.03;+70 10 37.7;124.39178773;+70.17715086;
H;40621;08 17 34.21;-58 41 51.1;124.39254215;-58.69752017;
H;40622;08 17 34.48;-25 00 08.5;124.39365646;-25.00234793;
H;40623;08 17 34.94;-18 57 22.3;124.39556801;-18.95618463;
H;40624;08 17 35.52;+01 08 45.8;124.39800877;+01.14605932;
H;40625;08 17 36.28;+24 50 13.7;124.40115650;+24.83715071;
H;40626;08 17 37.87;+06 14 42.0;124.40778745;+06.24498661;
H;40627;08 17 38.88;+00 28 45.9;124.41200478;+00.47940712;
H;40628;08 17 40.78;+09 09 53.2;124.41993696;+09.16476829;
H;40629;08 17 41.30;-39 06 10.8;124.42208919;-39.10299191;
H;40630;08 17 42.03;-66 37 29.1;124.42512472;-66.62475256;
H;40631;08 17 42.72;+44 44 59.7;124.42797928;+44.74992323;
H;40633;08 17 43.04;-50 19 42.7;124.42932522;-50.32853068;
H;40632;08 17 43.06;+43 29 57.3;124.42939933;+43.49925299;
H;40634;08 17 43.31;+76 12 44.9;124.43046737;+76.21246220;
H;40635;08 17 44.06;+02 47 36.7;124.43360152;+02.79353043;
H;40636;08 17 44.34;-55 53 31.0;124.43473630;-55.89195114;
H;40637;08 17 44.95;-55 46 31.3;124.43727334;-55.77536487;
H;40638;08 17 44.99;-61 28 00.0;124.43745080;-61.46667237;
H;40639;08 17 46.15;-36 04 03.3;124.44230214;-36.06759473;
H;40640;08 17 46.60;+25 26 31.9;124.44415403;+25.44219886;
H;40641;08 17 47.48;+37 52 03.7;124.44782001;+37.86769601;
H;40642;08 17 49.11;-28 10 59.7;124.45462505;-28.18324857;
H;40643;08 17 49.45;-18 38 52.2;124.45605232;-18.64783384;
H;40644;08 17 49.96;+19 50 07.7;124.45817041;+19.83547494;
H;40645;08 17 50.36;+35 43 42.3;124.45985061;+35.72841777;
H;40646;08 17 50.42;+59 34 16.1;124.46008016;+59.57112846;
H;40647;08 17 50.91;-41 55 39.1;124.46214347;-41.92752149;
H;40648;08 17 51.97;+02 27 42.1;124.46653511;+02.46170309;
H;40649;08 17 52.14;-01 48 12.6;124.46726220;-01.80349775;
H;40650;08 17 52.36;+21 10 39.4;124.46817356;+21.17760494;
H;40651;08 17 53.72;+43 24 35.2;124.47385105;+43.40978386;
H;40652;08 17 54.60;-25 21 40.2;124.47748438;-25.36116670;
H;40653;08 17 54.85;+64 47 30.9;124.47852985;+64.79192730;
H;40654;08 17 55.41;+38 48 03.1;124.48087187;+38.80084826;
H;40655;08 17 55.79;-59 10 00.3;124.48246427;-59.16676267;
H;40656;08 17 58.26;-30 00 13.3;124.49275494;-30.00370618;
H;40657;08 17 59.24;+13 38 23.6;124.49683651;+13.63989995;
H;40658;08 17 59.36;+06 14 02.7;124.49732070;+06.23407073;
H;40659;08 18 00.20;-38 49 46.1;124.50081771;-38.82948288;
H;40660;08 18 00.43;-16 51 38.3;124.50178314;-16.86065018;
H;40661;08 18 01.14;-14 58 29.7;124.50475636;-14.97492093;
H;40662;08 18 01.15;-47 05 30.8;124.50480614;-47.09188776;
H;40663;08 18 01.78;-04 01 08.2;124.50742671;-04.01894831;
H;40664;08 18 03.42;+66 06 06.4;124.51425026;+66.10176582;
H;40665;08 18 03.56;+31 16 40.9;124.51483511;+31.27803173;
H;40666;08 18 05.03;-60 18 50.1;124.52097036;-60.31392584;
H;40667;08 18 06.62;+26 25 28.7;124.52759735;+26.42464614;
H;40668;08 18 07.90;-51 58 10.4;124.53291447;-51.96955812;
H;40669;08 18 08.33;+11 39 24.9;124.53470347;+11.65692124;
H;40670;08 18 09.17;-48 16 50.9;124.53821566;-48.28080784;
H;40671;08 18 10.97;+30 36 10.1;124.54571465;+30.60281736;
H;40672;08 18 11.88;-14 13 36.4;124.54951704;-14.22677333;
H;40673;08 18 12.80;-37 22 28.6;124.55335174;-37.37461575;
H;40674;08 18 14.12;+44 36 47.3;124.55882447;+44.61314724;
H;40675;08 18 14.43;+15 40 40.6;124.56013945;+15.67793154;
H;40676;08 18 14.56;+29 04 44.8;124.56068033;+29.07911024;
H;40677;08 18 15.81;+54 08 37.6;124.56587279;+54.14376822;
H;40678;08 18 17.39;-35 27 06.1;124.57244799;-35.45170517;
H;40679;08 18 18.65;-30 39 17.4;124.57772763;-30.65483534;
H;40680;08 18 18.78;-65 36 47.7;124.57823985;-65.61324550;
H;40681;08 18 19.65;+38 59 10.0;124.58186756;+38.98610935;
H;40682;08 18 20.13;-26 20 40.5;124.58387315;-26.34457516;
H;40683;08 18 20.72;-10 07 33.7;124.58633475;-10.12603480;
H;40684;08 18 21.34;+05 04 27.1;124.58891235;+05.07418523;
H;40685;08 18 21.46;+65 38 37.3;124.58942707;+65.64368175;
H;40686;08 18 21.75;+12 33 43.2;124.59062475;+12.56200185;
H;40687;08 18 22.02;+61 27 38.3;124.59173488;+61.46064485;
H;40688;08 18 22.77;-24 36 58.4;124.59488447;-24.61622240;
H;40689;08 18 22.96;+05 58 18.1;124.59565339;+05.97169800;
H;40690;08 18 23.00;-60 18 40.4;124.59583358;-60.31121018;
H;40691;08 18 23.03;+09 09 05.0;124.59594473;+09.15139160;
H;40692;08 18 23.23;+37 03 22.4;124.59679774;+37.05622303;
H;40693;08 18 23.78;-12 37 47.2;124.59908460;-12.62976955;
H;40694;08 18 24.70;-07 34 16.7;124.60290733;-07.57130638;
H;40695;08 18 25.62;-40 21 30.4;124.60676046;-40.35844287;
H;40696;08 18 26.20;+22 13 13.7;124.60917772;+22.22046599;
H;40697;08 18 26.82;+34 28 15.9;124.61173057;+34.47108728;
H;40698;08 18 26.97;+38 57 50.0;124.61236630;+38.96389803;
H;40699;08 18 28.86;+54 33 50.0;124.62025721;+54.56388624;
H;40700;08 18 29.12;+18 57 53.1;124.62132370;+18.96474148;
H;40701;08 18 29.92;-85 04 35.1;124.62467964;-85.07642753;
H;40702;08 18 31.27;-76 55 11.9;124.63027850;-76.91998251;
H;40703;08 18 32.14;-52 42 24.1;124.63392446;-52.70670551;
H;40704;08 18 32.66;+05 11 05.5;124.63608242;+05.18485197;
H;40705;08 18 33.30;-74 44 16.4;124.63874056;-74.73789586;
H;40706;08 18 33.39;-36 39 34.3;124.63913830;-36.65953286;
H;40707;08 18 34.69;-32 25 34.0;124.64455545;-32.42611982;
H;40708;08 18 34.77;-22 04 14.5;124.64488936;-22.07068622;
H;40709;08 18 34.95;+47 02 02.8;124.64564463;+47.03410154;
H;40710;08 18 34.97;-15 25 56.7;124.64569643;-15.43242872;
H;40711;08 18 35.66;+42 53 05.2;124.64857833;+42.88478449;
H;40712;08 18 36.18;+58 04 18.4;124.65073129;+58.07178297;
H;40713;08 18 37.34;-14 33 59.0;124.65560362;-14.56639335;
H;40714;08 18 37.43;-40 19 44.1;124.65596792;-40.32890730;
H;40715;08 18 39.43;+31 48 34.4;124.66429989;+31.80955867;
H;40716;08 18 41.73;+33 20 09.1;124.67387476;+33.33584954;
H;40717;08 18 42.04;-30 38 23.0;124.67517677;-30.63972746;
H;40720;08 18 42.69;-08 51 09.6;124.67787654;-08.85266803;
H;40718;08 18 42.76;+37 44 14.0;124.67818330;+37.73722129;
H;40719;08 18 42.78;+14 16 33.6;124.67823502;+14.27599735;
H;40721;08 18 43.44;-30 39 19.1;124.68098896;-30.65530630;
H;40722;08 18 43.78;-06 10 53.7;124.68242519;-06.18157950;
H;40723;08 18 44.34;-29 50 32.8;124.68473416;-29.84244207;
H;40724;08 18 44.39;-15 12 08.1;124.68494504;-15.20225211;
H;40725;08 18 44.49;-75 00 52.9;124.68537750;-75.01470104;
H;40726;08 18 44.60;-20 32 42.7;124.68584368;-20.54520543;
H;40727;08 18 45.14;+63 15 32.1;124.68809691;+63.25892805;
H;40728;08 18 45.91;-72 47 29.5;124.69129455;-72.79152943;
H;40729;08 18 46.18;+39 43 29.4;124.69240320;+39.72483543;
H;40730;08 18 46.62;-29 45 01.2;124.69426027;-29.75032209;
H;40731;08 18 47.19;-46 03 34.5;124.69661281;-46.05957346;
H;40732;08 18 47.49;-03 21 41.7;124.69787249;-03.36157257;
H;40733;08 18 51.88;+18 19 10.8;124.71617050;+18.31965631;
H;40734;08 18 53.07;+59 34 42.6;124.72111070;+59.57849594;
H;40735;08 18 53.73;-42 31 36.3;124.72386292;-42.52673858;
H;40736;08 18 53.87;-67 41 30.2;124.72446614;-67.69173290;
H;40738;08 18 54.04;-45 02 10.6;124.72515607;-45.03626907;
H;40737;08 18 54.07;+60 29 30.6;124.72530545;+60.49184379;
H;40739;08 18 54.74;+26 20 07.5;124.72807765;+26.33543035;
H;40740;08 18 57.31;-39 04 44.6;124.73877722;-39.07905628;
H;40741;08 18 58.10;-60 11 40.4;124.74206389;-60.19454992;
H;40742;08 18 58.31;-47 12 39.4;124.74297743;-47.21094327;
H;40743;08 18 58.96;+56 15 17.0;124.74566219;+56.25473254;
H;40744;08 19 03.00;+49 26 46.3;124.76249532;+49.44618991;
H;40745;08 19 03.45;+02 31 28.1;124.76437122;+02.52446517;
H;40746;08 19 03.58;-40 51 00.3;124.76491639;-40.85007679;
H;40747;08 19 04.42;+18 09 49.2;124.76843506;+18.16367240;
H;40748;08 19 04.55;-29 44 17.2;124.76895337;-29.73809984;
H;40749;08 19 05.60;-48 11 52.4;124.77332023;-48.19787583;
H;40750;08 19 07.40;-02 04 48.4;124.78082056;-02.08010320;
H;40751;08 19 07.78;+63 33 43.9;124.78243326;+63.56219240;
H;40752;08 19 08.13;-38 10 38.2;124.78387744;-38.17728414;
H;40753;08 19 08.26;+72 14 27.9;124.78442806;+72.24109181;
H;40754;08 19 08.70;+16 07 18.8;124.78624939;+16.12189591;
H;40755;08 19 09.04;-46 12 18.9;124.78764665;-46.20524542;
H;40756;08 19 09.21;+24 10 29.1;124.78836506;+24.17474476;
H;40757;08 19 09.85;-54 32 23.3;124.79102224;-54.53979530;
H;40758;08 19 11.22;-61 42 08.7;124.79676415;-61.70241226;
H;40759;08 19 11.99;+15 01 12.2;124.79994398;+15.02004610;
H;40760;08 19 12.30;-13 36 28.6;124.80124222;-13.60795543;
H;40761;08 19 13.37;+14 12 02.2;124.80569766;+14.20062022;
H;40762;08 19 13.42;-43 58 33.2;124.80591898;-43.97587507;
H;40763;08 19 14.38;-07 33 29.5;124.80990968;-07.55818177;
H;40764;08 19 14.38;-29 46 10.5;124.80992301;-29.76958750;
H;40765;08 19 15.10;-05 37 10.6;124.81290348;-05.61961414;
H;40766;08 19 15.11;-10 09 57.0;124.81294976;-10.16584342;
H;40767;08 19 15.14;-26 47 59.5;124.81308323;-26.79986723;
H;40768;08 19 15.73;-27 50 57.2;124.81554074;-27.84922940;
H;40769;08 19 15.89;-67 48 12.6;124.81620378;-67.80351096;
H;40770;08 19 16.40;+40 51 55.9;124.81835329;+40.86553428;
H;40771;08 19 16.68;-16 51 38.3;124.81948126;-16.86063312;
H;40772;08 19 17.18;+62 30 25.7;124.82159867;+62.50713912;
H;40773;08 19 18.28;-23 47 49.2;124.82615975;-23.79700662;
H;40774;08 19 19.15;+01 20 20.4;124.82977973;+01.33899253;
H;40775;08 19 19.72;-37 10 11.3;124.83215125;-37.16980816;
H;40776;08 19 19.98;+48 07 34.3;124.83326960;+48.12619994;
H;40777;08 19 22.27;-20 09 51.4;124.84277135;-20.16427924;
H;40778;08 19 22.61;+54 05 15.1;124.84418936;+54.08753341;
H;40779;08 19 23.70;+28 13 39.3;124.84873786;+28.22758216;
H;40780;08 19 23.86;-09 48 31.7;124.84941787;-09.80880617;
H;40781;08 19 23.98;+21 15 26.3;124.84990880;+21.25731309;
H;40782;08 19 25.77;+32 29 51.5;124.85736049;+32.49764670;
H;40783;08 19 25.88;+01 36 10.5;124.85782861;+01.60291482;
H;40784;08 19 25.91;-68 20 13.6;124.85796716;-68.33709959;
H;40785;08 19 27.70;+35 01 25.2;124.86539830;+35.02365833;
H;40786;08 19 29.49;-11 52 58.6;124.87288144;-11.88294011;
H;40787;08 19 29.52;-34 35 24.5;124.87299244;-34.59014713;
H;40788;08 19 29.77;+39 35 43.5;124.87404220;+39.59541755;
H;40789;08 19 29.78;-42 00 31.7;124.87406357;-42.00881124;
H;40790;08 19 31.09;-40 26 58.4;124.87955785;-40.44956414;
H;40791;08 19 31.80;+35 02 44.5;124.88249616;+35.04568270;
H;40792;08 19 31.81;+26 38 27.0;124.88255294;+26.64082248;
H;40794;08 19 32.16;-68 59 32.9;124.88399267;-68.99246994;
H;40793;08 19 32.21;+75 45 24.7;124.88421821;+75.75686931;
H;40795;08 19 34.14;+30 42 59.2;124.89223063;+30.71643388;
H;40796;08 19 34.91;+45 28 01.6;124.89547880;+45.46710488;
H;40797;08 19 35.67;-00 47 21.2;124.89861072;-00.78921666;
H;40798;08 19 36.60;-26 42 29.3;124.90248781;-26.70814456;
H;40799;08 19 36.91;-46 26 23.6;124.90379720;-46.43987608;
H;40800;08 19 38.05;-31 49 24.5;124.90855859;-31.82347851;
H;40801;08 19 40.85;-25 25 25.6;124.92019847;-25.42376409;
H;40802;08 19 41.61;-58 53 26.9;124.92336303;-58.89080623;
H;40803;08 19 41.87;-50 39 59.6;124.92445147;-50.66655996;
H;40804;08 19 42.74;-27 04 54.4;124.92807541;-27.08177522;
H;40805;08 19 43.09;-18 15 52.9;124.92956181;-18.26469009;
H;40806;08 19 43.20;+50 16 38.0;124.92998968;+50.27721259;
H;40807;08 19 43.66;+20 55 05.1;124.93191094;+20.91808208;
H;40808;08 19 44.08;-60 06 11.3;124.93367532;-60.10314059;
H;40809;08 19 44.43;-35 18 58.3;124.93511935;-35.31620428;
H;40810;08 19 44.54;-49 32 12.5;124.93557772;-49.53680287;
H;40811;08 19 45.44;-37 25 03.9;124.93933397;-37.41775688;
H;40812;08 19 45.66;-33 36 04.0;124.94026823;-33.60110848;
H;40813;08 19 46.23;+20 20 12.9;124.94263704;+20.33692256;
H;40814;08 19 47.57;+35 12 04.8;124.94820148;+35.20133264;
H;40815;08 19 48.07;+33 12 54.3;124.95027413;+33.21507076;
H;40817;08 19 49.00;-71 30 54.0;124.95414818;-71.51499632;
H;40816;08 19 49.84;-35 03 55.3;124.95766899;-35.06535082;
H;40818;08 19 49.85;+03 56 53.1;124.95770100;+03.94808579;
H;40819;08 19 52.43;+07 36 30.4;124.96845651;+07.60843448;
H;40820;08 19 52.51;+04 44 34.4;124.96880983;+04.74290226;
H;40821;08 19 53.89;-56 14 59.9;124.97452720;-56.24996039;
H;40822;08 19 53.93;-12 51 25.0;124.97469969;-12.85695625;
H;40823;08 19 55.82;+39 53 05.0;124.98260136;+39.88471556;
H;40824;08 19 57.81;-51 56 31.1;124.99086918;-51.94197177;
H;40825;08 19 57.93;-47 40 48.2;124.99137663;-47.68004615;
H;40827;08 19 58.43;+63 04 11.3;124.99345629;+63.06981279;
H;40826;08 19 58.44;-36 36 40.4;124.99351110;-36.61122474;
H;40828;08 19 58.55;-53 41 17.4;124.99396584;-53.68815466;
H;40829;08 19 59.69;+51 17 14.4;124.99870043;+51.28732054;
H;40830;08 19 59.73;-78 19 42.9;124.99887376;-78.32857393;
H;40831;08 19 59.99;-34 25 14.5;124.99996216;-34.42070265;
H;40832;08 20 00.12;+19 51 03.6;125.00050104;+19.85098887;
H;40834;08 20 00.56;-71 30 19.7;125.00232960;-71.50546247;
H;40833;08 20 00.74;+23 48 33.7;125.00309017;+23.80937036;
H;40835;08 20 01.33;+16 13 24.5;125.00552277;+16.22346993;
H;40836;08 20 01.43;+19 27 11.7;125.00596456;+19.45324249;
H;40837;08 20 01.59;-66 29 49.8;125.00663808;-66.49717087;
H;40838;08 20 01.70;-56 51 29.8;125.00709238;-56.85828831;
H;40839;08 20 02.35;+06 16 16.5;125.00979010;+06.27124844;
H;40840;08 20 02.38;-50 53 01.4;125.00991706;-50.88372238;
H;40841;08 20 02.79;+73 20 12.3;125.01161493;+73.33675998;
H;40842;08 20 03.29;-14 36 46.3;125.01369716;-14.61285369;
H;40843;08 20 03.87;+27 13 07.0;125.01613464;+27.21862138;
H;40844;08 20 03.92;+44 39 50.4;125.01632903;+44.66400853;
H;40845;08 20 04.83;-23 27 42.9;125.02013514;-23.46190285;
H;40846;08 20 04.86;-31 05 52.0;125.02026482;-31.09778694;
H;40847;08 20 05.06;+55 12 13.7;125.02107828;+55.20381436;
H;40848;08 20 05.42;+73 24 58.9;125.02257975;+73.41637353;
H;40850;08 20 07.26;-11 19 36.8;125.03025799;-11.32687662;
H;40849;08 20 07.26;+53 11 51.1;125.03026516;+53.19752921;
H;40851;08 20 08.13;-47 39 36.8;125.03386821;-47.66023132;
H;40852;08 20 08.26;+32 18 57.0;125.03443652;+32.31582881;
H;40853;08 20 10.66;-23 21 33.4;125.04443575;-23.35928409;
H;40854;08 20 10.73;-26 59 55.0;125.04468898;-26.99861998;
H;40855;08 20 11.78;-63 30 13.7;125.04907712;-63.50380622;
H;40856;08 20 12.42;-42 03 32.0;125.05174357;-42.05887905;
H;40857;08 20 12.68;-23 47 00.7;125.05283100;-23.78351591;
H;40858;08 20 12.98;-00 54 32.8;125.05406858;-00.90910329;
H;40859;08 20 17.01;-05 19 47.4;125.07088469;-05.32982448;
H;40860;08 20 17.53;+25 29 48.6;125.07304635;+25.49684386;
H;40861;08 20 17.60;-87 43 41.1;125.07335296;-87.72808059;
H;40862;08 20 18.49;-50 58 03.3;125.07703981;-50.96759078;
H;40863;08 20 19.13;+57 18 17.3;125.07972330;+57.30479314;
H;40864;08 20 19.46;-69 03 40.7;125.08109681;-69.06130524;
H;40865;08 20 20.56;-32 00 00.6;125.08564686;-32.00017528;
H;40866;08 20 20.93;+20 44 52.2;125.08721890;+20.74783186;
H;40867;08 20 22.48;+51 19 17.1;125.09367918;+51.32141065;
H;40868;08 20 22.61;-25 49 12.6;125.09421234;-25.82015716;
H;40869;08 20 23.17;-53 04 52.3;125.09655388;-53.08120809;
H;40870;08 20 23.45;+08 00 26.5;125.09769340;+08.00737240;
H;40872;08 20 23.46;-46 59 32.2;125.09773673;-46.99227284;
H;40871;08 20 23.46;-33 46 33.5;125.09775946;-33.77596923;
H;40873;08 20 23.56;-34 27 17.6;125.09814965;-34.45487989;
H;40874;08 20 23.63;-02 37 59.5;125.09847141;-02.63320267;
H;40875;08 20 26.00;+57 44 35.7;125.10832165;+57.74324466;
H;40876;08 20 27.36;-22 55 28.8;125.11399520;-22.92467992;
H;40877;08 20 28.30;-29 26 58.6;125.11792494;-29.44960055;
H;40878;08 20 29.16;+53 34 27.7;125.12149726;+53.57435244;
H;40879;08 20 29.21;+09 24 00.6;125.12172088;+09.40016921;
H;40880;08 20 29.49;-06 37 37.7;125.12288007;-06.62714698;
H;40881;08 20 32.15;+24 01 20.5;125.13395549;+24.02235699;
H;40882;08 20 33.34;+65 23 38.1;125.13893474;+65.39391927;
H;40883;08 20 34.08;+38 20 44.6;125.14199997;+38.34571119;
H;40884;08 20 34.57;-44 15 18.0;125.14404544;-44.25500207;
H;40885;08 20 34.94;-13 38 00.4;125.14557995;-13.63345234;
H;40886;08 20 35.67;-45 08 57.3;125.14863839;-45.14926289;
H;40887;08 20 36.44;+38 57 06.1;125.15185215;+38.95168814;
H;40888;08 20 38.89;-77 29 04.5;125.16203304;-77.48457640;
H;40889;08 20 40.32;+72 24 26.3;125.16798187;+72.40729324;
H;40890;08 20 41.00;+25 20 10.7;125.17084087;+25.33629615;
H;40891;08 20 41.12;+32 23 44.2;125.17131563;+32.39560372;
H;40892;08 20 41.35;+05 11 21.7;125.17229733;+05.18936058;
H;40893;08 20 41.44;+02 39 53.4;125.17265055;+02.66482792;
H;40894;08 20 42.67;-64 03 58.0;125.17777719;-64.06610907;
H;40895;08 20 43.06;-31 39 22.0;125.17942038;-31.65610334;
H;40896;08 20 45.55;-14 21 47.4;125.18978270;-14.36316218;
H;40898;08 20 46.50;+42 06 05.7;125.19376400;+42.10158897;
H;40899;08 20 46.62;+61 40 55.9;125.19426609;+61.68219102;
H;40900;08 20 47.89;-25 08 03.3;125.19953418;-25.13424836;
H;40901;08 20 47.95;+35 46 43.9;125.19979807;+35.77886073;
H;40902;08 20 48.00;+67 31 37.0;125.19999994;+67.52695346;
H;40903;08 20 48.08;+01 23 17.0;125.20031461;+01.38806415;
H;40904;08 20 49.15;+16 57 00.7;125.20477541;+16.95018611;
H;40905;08 20 49.41;+56 57 09.1;125.20588550;+56.95252758;
H;40906;08 20 50.32;-41 04 15.4;125.20968210;-41.07094398;
H;40897;08 20 50.34;-27 38 24.4;125.20974032;-27.64011854;
H;40907;08 20 52.76;-04 51 58.0;125.21982683;-04.86611746;
H;40908;08 20 53.69;-62 23 36.5;125.22370820;-62.39347654;
H;40909;08 20 54.53;-22 27 01.6;125.22720762;-22.45044239;
H;40910;08 20 55.38;+14 04 19.1;125.23074731;+14.07196910;
H;40911;08 20 55.71;+08 44 33.7;125.23213952;+08.74270310;
H;40912;08 20 58.39;+02 28 31.9;125.24329294;+02.47553801;
H;40913;08 21 00.06;+47 25 08.6;125.25023802;+47.41904951;
H;40914;08 21 00.12;-28 37 29.8;125.25050840;-28.62494316;
H;40916;08 21 00.48;-52 13 40.9;125.25200275;-52.22801676;
H;40915;08 21 00.50;+23 14 24.3;125.25207311;+23.24008175;
H;40917;08 21 02.76;+45 17 26.8;125.26148049;+45.29079119;
H;40918;08 21 03.76;+65 26 33.6;125.26567712;+65.44266046;
H;40919;08 21 04.78;-04 24 46.9;125.26993742;-04.41301474;
H;40920;08 21 04.92;+22 01 54.3;125.27049753;+22.03175061;
H;40921;08 21 05.50;-46 59 57.6;125.27291528;-46.99932486;
H;40922;08 21 06.37;+37 16 14.8;125.27652523;+37.27078475;
H;40923;08 21 06.44;-30 35 01.4;125.27683202;-30.58371648;
H;40924;08 21 07.36;-34 53 38.7;125.28066328;-34.89408625;
H;40925;08 21 07.47;+47 24 47.0;125.28111217;+47.41305754;
H;40926;08 21 07.65;-64 06 21.4;125.28186889;-64.10595398;
H;40927;08 21 08.26;+47 24 09.1;125.28440643;+47.40253113;
H;40928;08 21 08.47;+40 20 54.2;125.28527202;+40.34839723;
H;40929;08 21 09.34;-52 35 14.7;125.28892214;-52.58740954;
H;40930;08 21 10.02;+54 59 39.2;125.29174378;+54.99421812;
H;40931;08 21 11.35;+35 19 47.7;125.29728190;+35.32992655;
H;40932;08 21 12.10;-57 58 23.6;125.30042487;-57.97323049;
H;40934;08 21 12.80;+24 44 44.8;125.30331648;+24.74579166;
H;40935;08 21 12.85;-12 49 36.4;125.30355246;-12.82678150;
H;40933;08 21 12.90;+04 22 39.3;125.30374062;+04.37759225;
H;40936;08 21 13.63;+38 52 42.4;125.30680221;+38.87844076;
H;40937;08 21 15.58;-08 03 28.3;125.31492160;-08.05786894;
H;40938;08 21 16.07;+01 03 50.9;125.31697009;+01.06414845;
H;40939;08 21 17.92;+40 11 06.6;125.32466579;+40.18515869;
H;40940;08 21 18.80;-14 58 33.1;125.32832404;-14.97585176;
H;40941;08 21 20.29;-01 36 07.1;125.33454006;-01.60196051;
H;40942;08 21 20.82;+34 18 36.9;125.33673284;+34.31023621;
H;40943;08 21 21.05;-36 29 03.1;125.33770565;-36.48419365;
H;40944;08 21 21.22;-20 04 44.4;125.33843502;-20.07901245;
H;40945;08 21 23.03;-33 03 15.7;125.34597645;-33.05437199;
H;40946;08 21 23.06;+39 23 21.3;125.34606938;+39.38923671;
H;40947;08 21 24.18;-39 37 14.6;125.35075062;-39.62072962;
H;40948;08 21 25.53;-44 59 23.9;125.35637637;-44.98996496;
H;40949;08 21 26.20;-80 42 27.1;125.35918309;-80.70752426;
H;40951;08 21 27.45;-86 22 36.8;125.36438203;-86.37689869;
H;40950;08 21 28.14;+21 54 33.9;125.36725208;+21.90941787;
H;40952;08 21 28.29;-39 42 21.4;125.36787219;-39.70595775;
H;40953;08 21 28.94;-05 30 38.0;125.37057641;-05.51054690;
H;40955;08 21 29.37;+03 38 40.3;125.37237265;+03.64451487;
H;40954;08 21 29.38;-43 20 36.9;125.37243383;-43.34358293;
H;40956;08 21 29.88;+12 48 48.1;125.37451908;+12.81335606;
H;40957;08 21 29.93;-48 54 02.6;125.37469440;-48.90073431;
H;40958;08 21 30.35;-20 47 40.0;125.37646191;-20.79445562;
H;40959;08 21 32.57;-08 11 30.4;125.38569153;-08.19178720;
H;40960;08 21 33.84;+28 49 04.3;125.39100859;+28.81786222;
H;40961;08 21 34.33;-02 49 52.6;125.39303352;-02.83127636;
H;40962;08 21 34.93;-08 40 14.7;125.39552955;-08.67074992;
H;40964;08 21 35.74;+69 01 49.6;125.39890021;+69.03045307;
H;40963;08 21 35.74;-01 59 18.1;125.39891050;-01.98834978;
H;40965;08 21 36.30;-11 02 44.4;125.40125713;-11.04567281;
H;40966;08 21 37.05;+33 56 12.5;125.40439108;+33.93679517;
H;40967;08 21 37.61;-40 27 17.3;125.40669272;-40.45481467;
H;40968;08 21 38.27;+36 15 29.6;125.40946712;+36.25821284;
H;40970;08 21 38.58;-45 00 10.5;125.41076021;-45.00292134;
H;40969;08 21 38.62;+76 21 54.3;125.41090158;+76.36507900;
H;40971;08 21 40.85;-41 11 42.1;125.42019218;-41.19503618;
H;40972;08 21 41.32;+35 29 17.1;125.42216029;+35.48807381;
H;40973;08 21 41.36;-44 13 38.3;125.42233978;-44.22729371;
H;40974;08 21 41.56;-42 50 09.2;125.42317026;-42.83589635;
H;40975;08 21 41.96;-38 12 00.4;125.42485341;-38.20010599;
H;40976;08 21 42.53;+59 05 40.3;125.42720103;+59.09453568;
H;40977;08 21 42.91;+17 17 07.0;125.42878697;+17.28528855;
H;40978;08 21 43.18;-20 41 16.8;125.42990631;-20.68800760;
H;40979;08 21 44.28;+43 20 02.5;125.43450345;+43.33401621;
H;40980;08 21 46.38;-60 22 34.0;125.44325934;-60.37612217;
H;40981;08 21 46.53;-65 40 19.0;125.44387148;-65.67194295;
H;40982;08 21 48.43;+14 19 09.3;125.45180013;+14.31924820;
H;40983;08 21 49.85;+11 02 32.0;125.45772880;+11.04223299;
H;40984;08 21 51.14;+22 57 10.7;125.46310157;+22.95296854;
H;40985;08 21 51.82;-32 02 40.5;125.46591299;-32.04458706;
H;40986;08 21 53.27;+13 37 26.9;125.47196324;+13.62414104;
H;40987;08 21 53.63;+10 03 52.5;125.47346403;+10.06457204;
H;40988;08 21 53.84;-77 51 17.6;125.47432995;-77.85488341;
H;40989;08 21 53.94;+17 36 04.0;125.47475755;+17.60110363;
H;40990;08 21 54.66;-17 35 10.7;125.47776027;-17.58630046;
H;40991;08 21 55.09;-67 20 05.7;125.47953306;-67.33490660;
H;40992;08 21 55.89;+56 37 27.8;125.48289053;+56.62439167;
H;40993;08 21 56.99;-10 44 53.3;125.48747304;-10.74813418;
H;40994;08 21 57.05;-47 00 03.6;125.48771098;-47.00100423;
H;40995;08 21 57.20;+14 46 05.4;125.48832074;+14.76815860;
